timestamp,stonewall_bytes_moved,access,bw(mib/s),iops,latency(s),block(kib),xfer(kib),open(s),wr/rd(s),close(s),total(s),iter,start,ordering,nodes,nproc,ppn,xfersize,aggsize_bytes,end,filename
1626283941.0,1250455552.0,read,25.91,6632.0,7e-06,28311552.0,4.0,0.000356,46.03,2.8e-05,46.03,0,1626283941.0,random,1,8,8,4096.0,231928233984.0,1626283987,ior-n1p8T45-read.4.out
1626224652.0,1147523072.0,write,23.75,6082.0,7e-06,28311552.0,4.0,0.024195,46.06,2.2e-05,46.09,0,1626224652.0,random,1,8,8,4096.0,231928233984.0,1626224698,ior-n1p8T45-write.0.out
1626224700.0,1143132160.0,write,23.66,6059.0,7e-06,28311552.0,4.0,0.020712,46.06,2.5e-05,46.08,0,1626224700.0,random,1,8,8,4096.0,231928233984.0,1626224746,ior-n1p8T45-write.1.out
1626224748.0,1160351744.0,write,24.01,6150.0,7e-06,28311552.0,4.0,0.021301,46.06,2.7e-05,46.08,0,1626224748.0,random,1,8,8,4096.0,231928233984.0,1626224794,ior-n1p8T45-write.2.out
1626224796.0,1134993408.0,write,23.49,6016.0,7e-06,28311552.0,4.0,0.022946,46.06,2.9e-05,46.09,0,1626224796.0,random,1,8,8,4096.0,231928233984.0,1626224843,ior-n1p8T45-write.3.out
1626224845.0,1151025152.0,write,23.77,6092.0,7e-06,28311552.0,4.0,0.054202,46.13,2.4e-05,46.18,0,1626224845.0,random,1,8,8,4096.0,231928233984.0,1626224891,ior-n1p8T45-write.4.out
1626282305.0,5258342400.0,read,108.98,27899.0,6e-06,28311552.0,4.0,0.002841,46.01,6.8e-05,46.02,0,1626282305.0,random,2,32,16,4096.0,927712935936.0,1626282351,ior-n2p16T45-read.0.out
1626282353.0,5221306368.0,read,108.21,27702.0,6e-06,28311552.0,4.0,0.000556,46.02,7.3e-05,46.02,0,1626282353.0,random,2,32,16,4096.0,927712935936.0,1626282399,ior-n2p16T45-read.1.out
1626282402.0,5186404352.0,read,107.5,27520.0,6e-06,28311552.0,4.0,0.000476,46.01,0.000283,46.01,0,1626282402.0,random,2,32,16,4096.0,927712935936.0,1626282448,ior-n2p16T45-read.2.out
1626282451.0,5191499776.0,read,107.58,27540.0,6e-06,28311552.0,4.0,0.000445,46.02,8.1e-05,46.02,0,1626282451.0,random,2,32,16,4096.0,927712935936.0,1626282497,ior-n2p16T45-read.3.out
1626282500.0,5226045440.0,read,108.36,27740.0,6e-06,28311552.0,4.0,0.000648,46.0,6.5e-05,46.0,0,1626282500.0,random,2,32,16,4096.0,927712935936.0,1626282546,ior-n2p16T45-read.4.out
1626223209.0,4538503168.0,write,93.87,24062.0,7e-06,28311552.0,4.0,0.058806,46.05,6.9e-05,46.11,0,1626223209.0,random,2,32,16,4096.0,927712935936.0,1626223255,ior-n2p16T45-write.0.out
1626223259.0,4540268544.0,write,93.83,24048.0,7e-06,28311552.0,4.0,0.052861,46.09,4.7e-05,46.15,0,1626223259.0,random,2,32,16,4096.0,927712935936.0,1626223305,ior-n2p16T45-write.1.out
1626223308.0,4577259520.0,write,94.56,24250.0,7e-06,28311552.0,4.0,0.079509,46.08,6e-05,46.16,0,1626223308.0,random,2,32,16,4096.0,927712935936.0,1626223354,ior-n2p16T45-write.2.out
1626223357.0,4544888832.0,write,93.88,24075.0,7e-06,28311552.0,4.0,0.081461,46.09,6.5e-05,46.17,0,1626223357.0,random,2,32,16,4096.0,927712935936.0,1626223403,ior-n2p16T45-write.3.out
1626223406.0,4545052672.0,write,93.9,24077.0,7e-06,28311552.0,4.0,0.073985,46.09,5.7e-05,46.16,0,1626223406.0,random,2,32,16,4096.0,927712935936.0,1626223452,ior-n2p16T45-write.4.out
1626283264.0,286441472.0,read,6.0,1535.97,6e-06,28311552.0,4.0,0.000477,45.53,1.5e-05,45.53,0,1626283264.0,random,2,2,1,4096.0,57982058496.0,1626283309,ior-n2p1T45-read.0.out
1626283311.0,285249536.0,read,5.97,1528.75,6e-06,28311552.0,4.0,0.000307,45.55,1.1e-05,45.55,0,1626283311.0,random,2,2,1,4096.0,57982058496.0,1626283356,ior-n2p1T45-read.1.out
1626283358.0,284844032.0,read,5.96,1526.78,6e-06,28311552.0,4.0,0.000289,45.55,1.7e-05,45.55,0,1626283358.0,random,2,2,1,4096.0,57982058496.0,1626283403,ior-n2p1T45-read.2.out
1626283405.0,283570176.0,read,5.94,1521.91,6e-06,28311552.0,4.0,0.000254,45.49,1.4e-05,45.49,0,1626283405.0,random,2,2,1,4096.0,57982058496.0,1626283451,ior-n2p1T45-read.3.out
1626283452.0,282202112.0,read,5.92,1514.46,6e-06,28311552.0,4.0,0.000257,45.49,1.1e-05,45.49,0,1626283452.0,random,2,2,1,4096.0,57982058496.0,1626283498,ior-n2p1T45-read.4.out
1626224173.0,265060352.0,write,5.55,1419.7,6e-06,28311552.0,4.0,0.003902,45.58,1.1e-05,45.59,0,1626224173.0,random,2,2,1,4096.0,57982058496.0,1626224219,ior-n2p1T45-write.0.out
1626224220.0,267046912.0,write,5.58,1429.88,6e-06,28311552.0,4.0,0.004616,45.6,1e-05,45.6,0,1626224220.0,random,2,2,1,4096.0,57982058496.0,1626224265,ior-n2p1T45-write.1.out
1626224266.0,260075520.0,write,5.44,1392.12,6e-06,28311552.0,4.0,0.004103,45.61,1.6e-05,45.61,0,1626224266.0,random,2,2,1,4096.0,57982058496.0,1626224312,ior-n2p1T45-write.2.out
1626224313.0,267534336.0,write,5.59,1432.12,6e-06,28311552.0,4.0,0.004444,45.61,1.5e-05,45.61,0,1626224313.0,random,2,2,1,4096.0,57982058496.0,1626224359,ior-n2p1T45-write.3.out
1626224360.0,255086592.0,write,5.33,1366.07,6e-06,28311552.0,4.0,0.031235,45.59,2.1e-05,45.62,0,1626224360.0,random,2,2,1,4096.0,57982058496.0,1626224406,ior-n2p1T45-write.4.out
1626283027.0,632066048.0,read,13.12,3358.9,6e-06,28311552.0,4.0,0.000524,45.94,2e-05,45.94,0,1626283027.0,random,2,4,2,4096.0,115964116992.0,1626283073,ior-n2p2T45-read.0.out
1626283075.0,633028608.0,read,13.14,3362.78,6e-06,28311552.0,4.0,0.000316,45.96,1.5e-05,45.96,0,1626283075.0,random,2,4,2,4096.0,115964116992.0,1626283121,ior-n2p2T45-read.1.out
1626283123.0,632541184.0,read,13.13,3361.42,6e-06,28311552.0,4.0,0.000334,45.94,1.9e-05,45.94,0,1626283123.0,random,2,4,2,4096.0,115964116992.0,1626283168,ior-n2p2T45-read.2.out
1626283170.0,632127488.0,read,13.12,3357.59,6e-06,28311552.0,4.0,0.000305,45.96,1.3e-05,45.96,0,1626283170.0,random,2,4,2,4096.0,115964116992.0,1626283216,ior-n2p2T45-read.3.out
1626283217.0,630833152.0,read,13.09,3352.34,6e-06,28311552.0,4.0,0.000315,45.94,2.2e-05,45.94,0,1626283217.0,random,2,4,2,4096.0,115964116992.0,1626283263,ior-n2p2T45-read.4.out
1626223936.0,581062656.0,write,12.04,3083.49,7e-06,28311552.0,4.0,0.006604,46.01,0.00029,46.01,0,1626223936.0,random,2,4,2,4096.0,115964116992.0,1626223982,ior-n2p2T45-write.0.out
1626223983.0,555712512.0,write,11.52,2948.81,6e-06,28311552.0,4.0,0.006517,46.01,9e-06,46.02,0,1626223983.0,random,2,4,2,4096.0,115964116992.0,1626224029,ior-n2p2T45-write.1.out
1626224031.0,561242112.0,write,11.63,2978.8,6e-06,28311552.0,4.0,0.006979,46.0,1.2e-05,46.01,0,1626224031.0,random,2,4,2,4096.0,115964116992.0,1626224077,ior-n2p2T45-write.2.out
1626224078.0,559190016.0,write,11.58,2964.94,7e-06,28311552.0,4.0,0.00733,46.05,1.2e-05,46.05,0,1626224078.0,random,2,4,2,4096.0,115964116992.0,1626224124,ior-n2p2T45-write.3.out
1626224126.0,559177728.0,write,11.58,2967.71,6e-06,28311552.0,4.0,0.030466,46.0,2e-05,46.03,0,1626224126.0,random,2,4,2,4096.0,115964116992.0,1626224172,ior-n2p2T45-write.4.out
1626282787.0,1262592000.0,read,26.21,6710.0,6e-06,28311552.0,4.0,0.000572,45.94,4.4e-05,45.94,0,1626282787.0,random,2,8,4,4096.0,231928233984.0,1626282833,ior-n2p4T45-read.0.out
1626282836.0,1255604224.0,read,26.06,6673.0,6e-06,28311552.0,4.0,0.00038,45.94,3.5e-05,45.94,0,1626282836.0,random,2,8,4,4096.0,231928233984.0,1626282882,ior-n2p4T45-read.1.out
1626282884.0,1255268352.0,read,26.07,6673.0,6e-06,28311552.0,4.0,0.000369,45.93,4.1e-05,45.93,0,1626282884.0,random,2,8,4,4096.0,231928233984.0,1626282929,ior-n2p4T45-read.2.out
1626282931.0,1258180608.0,read,26.13,6690.0,6e-06,28311552.0,4.0,0.000316,45.92,3e-05,45.92,0,1626282931.0,random,2,8,4,4096.0,231928233984.0,1626282977,ior-n2p4T45-read.3.out
1626282979.0,1252462592.0,read,26.02,6661.0,6e-06,28311552.0,4.0,0.000389,45.9,3.3e-05,45.9,0,1626282979.0,random,2,8,4,4096.0,231928233984.0,1626283025,ior-n2p4T45-read.4.out
1626223696.0,1177370624.0,write,24.35,6237.0,6e-06,28311552.0,4.0,0.015924,46.09,0.000436,46.1,0,1626223696.0,random,2,8,4,4096.0,231928233984.0,1626223742,ior-n2p4T45-write.0.out
1626223744.0,1156587520.0,write,23.93,6128.0,6e-06,28311552.0,4.0,0.01285,46.08,2e-05,46.09,0,1626223744.0,random,2,8,4,4096.0,231928233984.0,1626223790,ior-n2p4T45-write.1.out
1626223791.0,1126014976.0,write,23.32,5973.0,6e-06,28311552.0,4.0,0.014329,46.03,2e-05,46.04,0,1626223791.0,random,2,8,4,4096.0,231928233984.0,1626223837,ior-n2p4T45-write.2.out
1626223839.0,1154109440.0,write,23.86,6114.0,6e-06,28311552.0,4.0,0.038049,46.08,4.6e-05,46.12,0,1626223839.0,random,2,8,4,4096.0,231928233984.0,1626223885,ior-n2p4T45-write.3.out
1626223888.0,1154113536.0,write,23.87,6112.0,6e-06,28311552.0,4.0,0.015752,46.1,2.2e-05,46.12,0,1626223888.0,random,2,8,4,4096.0,231928233984.0,1626223934,ior-n2p4T45-write.4.out
1626282548.0,2557816832.0,read,53.07,13585.0,6e-06,28311552.0,4.0,0.000591,45.97,3.7e-05,45.97,0,1626282548.0,random,2,16,8,4096.0,463856467968.0,1626282594,ior-n2p8T45-read.0.out
1626282596.0,2549338112.0,read,52.89,13539.0,6e-06,28311552.0,4.0,0.000433,45.97,6.8e-05,45.97,0,1626282596.0,random,2,16,8,4096.0,463856467968.0,1626282642,ior-n2p8T45-read.1.out
1626282644.0,2549288960.0,read,52.88,13537.0,6e-06,28311552.0,4.0,0.000424,45.98,3.8e-05,45.98,0,1626282644.0,random,2,16,8,4096.0,463856467968.0,1626282690,ior-n2p8T45-read.2.out
1626282692.0,2549411840.0,read,52.88,13538.0,6e-06,28311552.0,4.0,0.000432,45.97,4.5e-05,45.97,0,1626282692.0,random,2,16,8,4096.0,463856467968.0,1626282737,ior-n2p8T45-read.3.out
1626282739.0,2542104576.0,read,52.72,13496.0,6e-06,28311552.0,4.0,0.000535,45.99,3.9e-05,45.99,0,1626282739.0,random,2,16,8,4096.0,463856467968.0,1626282785,ior-n2p8T45-read.4.out
1626223454.0,2293121024.0,write,47.48,12163.0,7e-06,28311552.0,4.0,0.027574,46.03,3e-05,46.06,0,1626223454.0,random,2,16,8,4096.0,463856467968.0,1626223500,ior-n2p8T45-write.0.out
1626223504.0,2359197696.0,write,48.79,12499.0,7e-06,28311552.0,4.0,0.028352,46.08,3.5e-05,46.11,0,1626223503.0,random,2,16,8,4096.0,463856467968.0,1626223550,ior-n2p8T45-write.1.out
1626223552.0,2320011264.0,write,48.01,12298.0,7e-06,28311552.0,4.0,0.026789,46.06,3.1e-05,46.08,0,1626223552.0,random,2,16,8,4096.0,463856467968.0,1626223598,ior-n2p8T45-write.2.out
1626223600.0,2313068544.0,write,47.83,12253.0,7e-06,28311552.0,4.0,0.02885,46.09,3.5e-05,46.12,0,1626223600.0,random,2,16,8,4096.0,463856467968.0,1626223646,ior-n2p8T45-write.3.out
1626223648.0,2323570688.0,write,48.07,12313.0,7e-06,28311552.0,4.0,0.02702,46.07,4.3e-05,46.1,0,1626223648.0,random,2,16,8,4096.0,463856467968.0,1626223694,ior-n2p8T45-write.4.out
1626281099.0,10483236864.0,read,217.15,55594.0,6e-06,28311552.0,4.0,0.002931,46.04,8.1e-05,46.04,0,1626281099.0,random,4,64,16,4096.0,1858174650941.44,1626281145,ior-n4p16T45-read.0.out
1626281148.0,10455285760.0,read,216.64,55461.0,6e-06,28311552.0,4.0,0.00074,46.02,6.8e-05,46.03,0,1626281148.0,random,4,64,16,4096.0,1858174650941.44,1626281194,ior-n4p16T45-read.1.out
1626281197.0,10459893760.0,read,216.86,55516.0,6e-06,28311552.0,4.0,0.000574,46.0,5.8e-05,46.0,0,1626281197.0,random,4,64,16,4096.0,1858174650941.44,1626281243,ior-n4p16T45-read.2.out
1626281248.0,10439864320.0,read,216.41,55403.0,6e-06,28311552.0,4.0,0.001578,46.0,6.7e-05,46.01,0,1626281248.0,random,4,64,16,4096.0,1858174650941.44,1626281294,ior-n4p16T45-read.3.out
1626281297.0,10385678336.0,read,215.39,55143.0,6e-06,28311552.0,4.0,0.003454,45.98,0.000162,45.99,0,1626281297.0,random,4,64,16,4096.0,1858174650941.44,1626281343,ior-n4p16T45-read.4.out
1626222007.0,8737406976.0,write,180.45,46266.0,7e-06,28311552.0,4.0,0.070098,46.11,0.000241,46.18,0,1626222007.0,random,4,64,16,4096.0,1858174650941.44,1626222053,ior-n4p16T45-write.0.out
1626222057.0,8689426432.0,write,179.35,46017.0,7e-06,28311552.0,4.0,0.104187,46.1,6.3e-05,46.21,0,1626222057.0,random,4,64,16,4096.0,1858174650941.44,1626222103,ior-n4p16T45-write.1.out
1626222107.0,8680042496.0,write,179.33,45981.0,7e-06,28311552.0,4.0,0.07221,46.09,7.2e-05,46.16,0,1626222107.0,random,4,64,16,4096.0,1858174650941.44,1626222153,ior-n4p16T45-write.2.out
1626222156.0,8708284416.0,write,179.92,46136.0,7e-06,28311552.0,4.0,0.076622,46.08,6.1e-05,46.16,0,1626222156.0,random,4,64,16,4096.0,1858174650941.44,1626222203,ior-n4p16T45-write.3.out
1626222206.0,8678039552.0,write,179.28,45964.0,7e-06,28311552.0,4.0,0.069371,46.09,8.5e-05,46.16,0,1626222206.0,random,4,64,16,4096.0,1858174650941.44,1626222252,ior-n4p16T45-write.4.out
1626282067.0,547098624.0,read,11.45,2931.35,6e-06,28311552.0,4.0,0.000478,45.57,3e-05,45.57,0,1626282067.0,random,4,4,1,4096.0,115964116992.0,1626282113,ior-n4p1T45-read.0.out
1626282114.0,545943552.0,read,11.43,2925.56,6e-06,28311552.0,4.0,0.000319,45.56,3.7e-05,45.56,0,1626282114.0,random,4,4,1,4096.0,115964116992.0,1626282159,ior-n4p1T45-read.1.out
1626282161.0,553349120.0,read,11.58,2964.59,6e-06,28311552.0,4.0,0.000313,45.57,1.9e-05,45.57,0,1626282161.0,random,4,4,1,4096.0,115964116992.0,1626282207,ior-n4p1T45-read.2.out
1626282208.0,554205184.0,read,11.6,2968.49,6e-06,28311552.0,4.0,0.000327,45.58,3.5e-05,45.58,0,1626282208.0,random,4,4,1,4096.0,115964116992.0,1626282254,ior-n4p1T45-read.3.out
1626282257.0,560492544.0,read,11.73,3003.05,6e-06,28311552.0,4.0,0.000349,45.57,2.2e-05,45.57,0,1626282257.0,random,4,4,1,4096.0,115964116992.0,1626282302,ior-n4p1T45-read.4.out
1626222974.0,517349376.0,write,10.82,2769.81,6e-06,28311552.0,4.0,0.004981,45.6,1.4e-05,45.61,0,1626222974.0,random,4,4,1,4096.0,115964116992.0,1626223020,ior-n4p1T45-write.0.out
1626223021.0,521437184.0,write,10.91,2794.14,6e-06,28311552.0,4.0,0.004978,45.56,1.6e-05,45.57,0,1626223021.0,random,4,4,1,4096.0,115964116992.0,1626223067,ior-n4p1T45-write.1.out
1626223068.0,519720960.0,write,10.88,2784.84,6e-06,28311552.0,4.0,0.005383,45.56,1.8e-05,45.57,0,1626223068.0,random,4,4,1,4096.0,115964116992.0,1626223113,ior-n4p1T45-write.2.out
1626223114.0,529997824.0,write,11.09,2839.9,6e-06,28311552.0,4.0,0.004985,45.56,1.6e-05,45.57,0,1626223114.0,random,4,4,1,4096.0,115964116992.0,1626223160,ior-n4p1T45-write.3.out
1626223161.0,521605120.0,write,10.91,2793.04,6e-06,28311552.0,4.0,0.004474,45.59,1.9e-05,45.6,0,1626223161.0,random,4,4,1,4096.0,115964116992.0,1626223207,ior-n4p1T45-write.4.out
1626281830.0,1205145600.0,read,24.99,6398.0,6e-06,28311552.0,4.0,0.000359,45.99,3.7e-05,45.99,0,1626281830.0,random,4,8,2,4096.0,231928233984.0,1626281876,ior-n4p2T45-read.0.out
1626281877.0,1185742848.0,read,24.66,6313.0,6e-06,28311552.0,4.0,0.000894,45.85,3.8e-05,45.85,0,1626281877.0,random,4,8,2,4096.0,231928233984.0,1626281923,ior-n4p2T45-read.1.out
1626281925.0,1196548096.0,read,24.81,6351.0,6e-06,28311552.0,4.0,0.000648,46.0,2.1e-05,46.0,0,1626281925.0,random,4,8,2,4096.0,231928233984.0,1626281971,ior-n4p2T45-read.2.out
1626281972.0,1208930304.0,read,25.06,6415.0,6e-06,28311552.0,4.0,0.000343,46.01,4.7e-05,46.01,0,1626281972.0,random,4,8,2,4096.0,231928233984.0,1626282018,ior-n4p2T45-read.3.out
1626282020.0,1188429824.0,read,24.72,6328.0,6e-06,28311552.0,4.0,0.000911,45.85,3.6e-05,45.85,0,1626282020.0,random,4,8,2,4096.0,231928233984.0,1626282066,ior-n4p2T45-read.4.out
1626222737.0,1115435008.0,write,23.12,5921.0,6e-06,28311552.0,4.0,0.008109,45.99,1.5e-05,46.0,0,1626222737.0,random,4,8,2,4096.0,231928233984.0,1626222783,ior-n4p2T45-write.0.out
